Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,8390400776264.31,7805815452189.22,7932744497165.01,8726853988151.13,9788604342687.1,10444725059782,11076471335442.9,12387594250632.3,23005487018716.5,24563743482148.7,26749413596913.5,27322078215458.3,27474338351594.1,31548481959790.6,31135994741903.4,31279384293039.7,31882663454356.9
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2050149617,2068682053,2086144389,2102761941,2118747885,2134573057,2150688938,2167046538,2317076058,2333475520,2347576325,2359771090,2369438682,2375144416,2379648196,2384479340,2388378491
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1748622008555.14,1862936700598.97,2063865597523.44,2337904282151.01,2712369133554.55,3140099149726.9,3783281484312.31,4787059707873.47,13844122755580.7,15115625538820.6,16902106236749.5,17503362758566.8,17805361735240.4,21231549654292.7,21563623056097.7,21644107579563.1,22260874526758.1
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1819011507,1836260943,1852659155,1868409996,1883675167,1898853723,1914002124,1929185103,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1746603943460.8,1860780769837.6,2061459115839.34,2335149535289.99,2709162072001.22,3136379636324.84,3778756305027.42,4781275889354.55,13827143891946.3,15097049793765.4,16881313468532,17481802738366.4,17783399412496.6,21205315189717.1,21536968352300,21617377390319.4,22233410782170.8
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1795374943,1812475067,1828744767,1844349334,1859450104,1874487158,1889507244,1904568042,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152,2114653077
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,6528628818011.91,6631899417574.32,7241862819829.4,8921228124668.85,10231007049192.6,10611825457648.1,11288306908404.6,13000319185416.4,12124585812257.6,12839881576243.5,13868034531052.8,13587001830079.4,13266853301191.7,14918539971043.3,14452407617089.9,15787238118091.4,16406126934435.8
Euro area,EMU,"Population, total",SP.POP.TOTL,325789631,326861195,328469678,330286340,332140117,333897752,335499702,337282985,344132977,344810179,345864630,346496601,346986142,347207191,348700885,350292725,351125804
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,10077728121071.6,10182157832948.9,11151146518466.2,13559348716887.9,15805164816484,16824540595453.9,18222918708363.6,21289911466320.4,20511787410869.2,21766184431710.6,23306977599232,23032792622187.5,22287615625568.5,25513859723979.1,25700849227224.2,27617157896730.2,29146936906252.2
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,865392479,866590696,868234843,870529446,873069464,875563919,878166933,880656346,911765648,915290996,918947897,922218554,923973838,924702975,925061269,925640799,928465742
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,390808949021.067,335210031231.521,390006301882.367,497298674298.607,640053661627.226,796900880717.999,927052493706.962,1167638555244.69,1449055610153.63,1494762564964.78,1468176796062.36,1498314108819.45,1437141951950.75,1670340539745.28,1817993344339.27,2134737666916.84,2421839057172.22
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,218486598,219435056,220400259,221399692,222413290,223360135,224417513,225016072,242410814,244533821,246659127,248863066,250660609,252189631,250840400,249053262,250485944
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,895838467014.279,911238915365.998,1024301541480.18,1260221124097.34,1630082032407.5,2040988292003.96,2468693198412.59,3175231214996.31,3490976596937.19,3922819871997.88,4091510597189.56,4175891551192.92,3916679848494.7,4628696552014.54,5263275218883.39,5556261013139.78,6097876994310.88
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,438423541,438100368,437806951,437905932,438136036,438333196,438714358,438680283,456099634,458235497,460205526,462219596,463151657,463426293,461268322,458932506,459954508
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,7288482686162.8,7407617397190.54,8100431722676.83,9956862331236.13,11449103735400.4,11954351248970.2,12768365760447.1,14789481701232.2,13990609868691.7,14870146541628.4,16092154353714.7,15809298345792.2,15505708717748.9,17498522970845.2,16996087955139.8,18602672971721.6,19423319451330.3
European Union,EUU,"Population, total",SP.POP.TOTL,429339162,429909307,430924112,432512916,434193248,435789139,437263803,438796003,444676652,445321060,446329890,446910453,446870959,446227358,447703403,449425965,450185396
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,468012874683.407,457994876275.759,446906494525.277,470595008435.043,598617005849.802,758943680956.948,950200202862.532,1163683504522.48,1496419783637.22,1596331256583.99,1743486499947.23,1850715484889.64,1684325379797.98,1796817600782.91,1976548078585.54,1886483505528.77,1831822327104.31
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,622883185,637301077,653056220,669470707,685830138,702638957,719788972,736917394,912614026,933013886,953648681,974824119,996691241,1018693077,1038158122,1058715836,1083294896
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,181381054438.024,175229674248.036,190150834127.571,215718549124.995,250209498892.856,288525153626.797,338617896345.736,403324742574.839,681582492494.931,732428236460.128,783851617853.698,811925263665.522,820678273818.935,914476428986.119,993480176910.217,1076157234418.79,1197816907955.81
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,481984327,495197350,509679981,524773987,539803501,555358929,571454590,587432384,756895035,779389964,802020674,824649053,847743308,870930036,893906294,917304254,941413026
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,28067143567118.1,27844274390117.9,29059437468881.7,32620137108093.2,36440172761727.6,38693531739012.6,41070891802089.8,45194846769906.8,50925145050903.7,53532832551203.6,56899748048245.3,57469453150147.4,56044969561614.3,62927771341457.9,65248657227968.5,68618756866831.9,71522995943824.2
High income,HIC,"Population, total",SP.POP.TOTL,1255696330,1262093741,1268559564,1275200577,1282168195,1289125857,1296891494,1305578110,1374284415,1380319892,1385103279,1389779202,1393490142,1391839631,1398530204,1408764584,1417871275
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,5885680708970.92,5971168280278.79,6063228747397.41,6810826231582.75,8112651432837.58,9688320566656.98,11492247607542.7,14275720593846.2,26257498466233.4,28980670807432.3,30908093008396.4,31581844372017.2,30426310945474.6,36134729389995.2,38173342857338.4,39445795860390.1,41102217227752.3
IBRD only,IBD,"Population, total",SP.POP.TOTL,3983328255,4031080605,4077229003,4122775918,4168676771,4214082145,4258827055,4302067550,4721753602,4765998583,4807240463,4845361414,4878606096,4905534420,4928522353,4952554878,4979720059
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,6403935093294.85,6483769337196.68,6615577681329.07,7433877747546.78,8842908313079.8,10537527953261.5,12506575110364,15465625513941.9,28416081615148.4,31255536982771.3,33320472281473.6,34090818723703,32884865747902.1,38810576219568.7,41067771533155.6,42266419240093.9,43993256154967.7
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,5116723507,5192348770,5267145775,5341840046,5417128229,5492481030,5568236362,5643505923,6360340293,6440236993,6518316997,6594502842,6666779721,6732972939,6795050443,6858864199,6926456321
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,244328547027.03,244005148509.2,267657390927.36,302985351673.086,365173874492.233,428406321518.214,526719492890.65,609916209452.187,1035753092023.26,1064742116157.94,1125300769098.02,1153206654635.47,1087140198997.65,1187113707176.67,1279359771603.06,1149351628081.53,1060004843955.22
IDA blend,IDB,"Population, total",SP.POP.TOTL,394129957,404662385,414935066,425311302,436147454,447132945,458394453,470476526,578463670,590024074,601951913,614017319,626440308,639196319,651895919,664395892,676957651
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,274832835638.776,269261045514.184,285678102646.995,321179395031.5,365954188619.875,421426795577.002,488008347922.949,579818274460.695,1121857668354.92,1210063604874.31,1287143768703.4,1355420093222.75,1370690171731.28,1490169458827.91,1615949723957.34,1673784986038.41,1834104992046.61
IDA only,IDX,"Population, total",SP.POP.TOTL,739265295,756605780,774981706,793752826,812304004,831265940,851014854,870961847,1060123021,1084214336,1109124621,1135124109,1161733317,1188242200,1214632171,1241913429,1269778611
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,518662199087.131,512842615957.346,553010202375.244,623828254109.891,731026831601.9,849827967244.708,1015155086979.13,1190017278527.93,2157610760378.18,2274805721032.25,2412444537801.42,2508626747858.23,2457830370728.94,2677283166004.58,2895309495560.39,2823136614119.93,2894109836001.83
IDA total,IDA,"Population, total",SP.POP.TOTL,1133395252,1161268165,1189916772,1219064128,1248451458,1278398885,1309409307,1341438373,1638586691,1674238410,1711076534,1749141428,1788173625,1827438519,1866528090,1906309321,1946736262
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,3427127607250.87,3545454686439.97,3760733996281.37,4286509570678.26,5151794191851.87,6210723655666.45,7495723841785.38,9444870827919.88,18828510013671.3,20875187048422.1,22893811867077.4,23350735596984.1,22862413053120.2,27277869480236.8,28540512833862.8,28903171309924.7,29910723278948.7
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2043581322,2058600486,2072599555,2086139068,2099412663,2112603351,2126122277,2139958608,2271028438,2286095306,2298652685,2309164437,2316461820,2320449542,2324125644,2326636900,2328890789
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2326949652020.11,2282605662261.8,2052776120795.01,2091891055094.06,2405458652460.79,2903211385985.02,3397309910027.92,3998743654492.4,5285691145303.57,5868341566243.68,5742372094087.7,5659843769808.14,4805921371470.46,5581814290255.75,6345587523480.55,7127804705256.23,7313631690222.71
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,520272118,527572583,534691591,541643365,548455563,555120780,561751999,568345245,624737786,630414986,635778081,640962372,645497651,649234493,653104795,657617663,662185950
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1986486669520.2,1935501395146.33,1740549405328.78,1776709001109.4,2025109635467.83,2450495410747.02,2858411735059.27,3374743864488.19,4438012803116.89,4951480879885.32,4807492365803.41,4739266496719.49,3984427319010.97,4629099312241.86,5325687016147.01,5997364907507.01,6146374383733.38
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,462953688,469463143,475799008,481977727,488032486,494006571,499910627,505793340,556440282,561957179,567711159,573311679,578091505,581884231,585648822,589889543,594158638
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2214460093284.61,2161360548377.99,1927322826341.17,1960517857816.62,2264876985801.18,2752004485891.67,3234928123366.26,3826961016523.09,5055941096844.8,5633597128103.88,5505396811018.94,5413386525184.87,4561756343150.42,5313306131137.49,6048473378741.76,6804996162368.3,6977493595927.05
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,504556065,511809816,518881965,525787222,532556401,539188798,545805913,552399650,609017063,614776664,620274430,625467307,630051021,633862610,637837815,642397939,647003746
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,224107250303.781,216021475792.482,236275527964.501,267563016541.174,309062587055.156,366207056758.67,424108300128.701,508465397850.22,949887329005.813,1039596262297.48,1107881528995.12,1168244060712.21,1179759976006.93,1288339633534.37,1445223560465.28,1455944373211.98,1574172751665.07
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,673630102,689878805,707266809,725111768,742717957,760741611,779230030,797516000,985414939,1008993468,1033110314,1058013514,1083636132,1109175268,1134585604,1160824674,1187777591
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,5670020118148.49,5680819143538.62,5793320243459.64,6485970152666.18,7611532445724.18,8989307216308.17,10584091446503.4,12999078253913.5,25692480250515.9,28077899127097.7,29904746273220.2,30622477245854.4,29667488251107.8,34992770913888.4,36712853300728.6,37824423052000.7,39216943108499.1
Low & middle income,LMY,"Population, total",SP.POP.TOTL,4814250279,4888551481,4961926647,5034824498,5108183576,5181562375,5255157355,5328158709,6017298320,6094196886,6169917356,6243849229,6314223170,6378645843,6438272260,6499219471,6563719861
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,116187766608.924,109295745604.839,121557450775.967,135904742707.342,160600091235.918,193437736220.147,224152443225.107,270754730049.774,316109880599.631,327200283964.05,342687284249.884,356930361600.33,340851227778.848,370630013362.636,427939606203.123,423723013875.631,466541517790.093
Low income,LIC,"Population, total",SP.POP.TOTL,322668237,331269527,341035328,351244442,361305645,371788197,383041001,394448347,501149314,514890519,529522043,544980983,560643073,576076618,591481496,607774703,624608098
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1188689613180.98,1200844599730.39,1266664208010.32,1438061804941.74,1655259526797.31,1906888045132.84,2232845159439.44,2731633140095.96,5312048001895.33,5751392726255.86,6004619221945.02,6308107724476.6,6110254911277.35,6921716347320.78,7377558874199.93,7530591347605.22,7857490239272.01
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2126559759,2169474338,2211549617,2253206148,2295275996,2336911352,2378783316,2421545203,2806590212,2847931114,2888561818,2928617292,2968398856,3006243027,3043358377,3082002881,3120983658
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,1098757920739.36,1090545600310.8,1084279807624.63,1208917725725.12,1425161843614.68,1696919964165.73,1984658175268.77,2340843268836.93,3592203183221.5,3761433694224.74,4023974471234.97,3989483215533.71,3561019804742.77,4279459402701.19,4994047685350.32,4837112081492.74,5025772564328.3
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,494850317,506478256,518193093,530338988,543086512,556210211,569898499,583743828,707023525,718887744,730362334,742714463,756405281,767578451,782349366,797801454,813118814
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP (current US$),NY.GDP.MKTP.CD,577555414243.714,580413513039.273,564911705200.721,624719536901.38,739740964065.983,857124990348.688,996469245696.414,1209996477301.61,1829549360447.27,1857189378336.06,1864852275838.18,1819885021237.61,1649213376516.37,1915797738870.79,2132297995335.66,2039526572152.72,2153572215659.73
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,462980522,473223662,483540516,494288606,505618583,517240777,529158464,540838105,645837915,656767614,668447432,680490997,692532027,704458802,716508657,729077445,741690916
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,573241814243.714,576409813039.273,561355905200.721,620751536901.38,735137864065.983,851999290348.688,991120945696.414,1204180777301.61,1814143960447.27,1841061378336.06,1848575675838.18,1802751521237.61,1633681676516.37,1897688738870.79,2113132495335.66,2021678672152.72,2139861115659.73
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,460058369,470225878,480465143,491133637,502381957,513920381,525752130,537343609,641470827,652312809,663878345,675805691,687728758,699536053,711465045,723911670,736401764
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,5555882715934.29,5572901050659.61,5674128176328.99,6352695894610.56,7454124978830.42,8799998339979.54,10364457653642.3,12733441082401.6,25375550658298.8,27748887095153.8,29559838322315.3,30263574824888.8,29324478257136.1,34618128912439.9,36282529025324.2,37397441616315.6,38748293620690.4
Middle income,MIC,"Population, total",SP.POP.TOTL,4491582042,4557281954,4620891319,4683580056,4746877931,4809774178,4872116354,4933710362,5516149006,5579306367,5640395313,5698868246,5753580097,5802569225,5846790764,5891444768,5939111763
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,10999205634931.6,11324591275355.4,11693694562098,12356177171634.8,13248370941278.2,14217173734778.7,15140991809591,15949815407783.3,20339807652907.4,21268509960244.1,22389071169783,23291130648672.5,23016677094000.2,25710839785423.2,28205178461134.3,29902627912064.3,31435123430970.3
North America,NAC,"Population, total",SP.POP.TOTL,312909691,316051677,319046534,321812780,324806660,327822042,331013939,334183103,360527592,363217262,365666028,367908829,369670740,370404272,373018004,376954413,381464223
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,27682211346299.4,27429739124553,28618897622191.8,32010233649931.7,35639137924176.1,37692913397104.4,39774283426712.5,43546405973356.1,48561385930398.5,50713666639143.2,53633758340295.1,54181531589081.7,52999808975237.4,59193139223744.6,60744315658542.2,64803502836722.8,67687054565878.2
OECD members,OED,"Population, total",SP.POP.TOTL,1202226474,1211109104,1220101353,1229012217,1237896576,1246656490,1255746646,1264728255,1340142055,1348127258,1356470975,1364155119,1369327995,1371811773,1379097485,1388472514,1396914190
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,47386053592.7259,47583239916.9057,52059958941.962,64731690261.9387,76879108401.0578,86069305519.985,95680975664.0424,115087452897.492,127726590445.995,142823050906.058,157519922450.079,158082460872.925,145642308336.75,171465890505.668,181571679219.508,194578375098.132,205790426259.972
Other small states,OSS,"Population, total",SP.POP.TOTL,9788238,9961679,10136134,10269557,10371059,10479844,10601352,10730365,11851918,11989367,12135267,12281907,12417333,12541889,12699005,12842214,12969162
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,3448150247.74633,3391833622.99587,3556381467.46902,4239895599.89912,4876586176.6758,5413211543.25229,5681297201.16139,6259933141.88685,9548954059.89869,10283449682.5604,10792820189.4419,10712120596.8045,9515415337.73428,9581825673.82542,10328388317.1998,11168877227.3837,11977251413.7163
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2042274,2069097,2095273,2120592,2145505,2170029,2194265,2218230,2477794,2509999,2542009,2568656,2595522,2625493,2656049,2689224,2722467
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,26410406658293.2,26157054610954.6,27285138924234.8,30595351997622.3,34000395954663.7,35785968754760.3,37659759484906.4,41105368221946,45785380106162.1,47756402426662.6,50599156664416.6,51135209515081.4,50140341964133.7,55855082520061,57128680173110.1,60538844740701.7,63040640005163.5
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1021150563,1026105872,1031302538,1036498631,1041890752,1047140108,1052866351,1059147302,1102966925,1107161559,1111377470,1114907717,1117025276,1116609473,1117926537,1121892872,1128430188
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,282712808754.123,268985062228.284,309384436578.562,337059038910.184,421462224681.031,526660768585.158,661876236237.753,799344703597.321,1170247569850.28,1222291962819.7,1362634002287.22,1435723143391.13,1318892160079.38,1447970750253.63,1658497791360.45,1527124866810.94,1426898998276.72
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,562428025,578587390,596114535,614269146,632445407,651320620,670229212,688722596,895239872,920568701,946317177,972302503,998624261,1024960313,1051201551,1078224044,1105951788
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,76460508666.9178,77480489516.0608,83359125284.8746,99561595017.7346,115354159670.083,129707462621.965,145688839748.426,171087518582.494,195005480876.446,212648078851.573,229205977078.088,230723882097.479,208338277477.527,243009421520.273,269954645297.005,285189556483.076,309361541400.629
Small states,SST,"Population, total",SP.POP.TOTL,15786741,16017863,16250203,16441139,16597133,16699341,16868546,17047450,18671045,18865506,19084934,19293697,19472157,19646549,19852364,20051342,20230689
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,544675445924.648,562554379798.02,593707009776.722,694775911444.331,804159915389.764,924419567611.272,1051897222990.84,1342148092012.26,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640282535.14,4210278492152.87,4514924632400.27
South Asia,SAS,"Population, total",SP.POP.TOTL,1237185482,1260149056,1282584796,1304347790,1325950587,1346886384,1367187349,1386949456,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,544675445924.648,562554379798.02,593707009776.722,694775911444.331,804159915389.764,924419567611.272,1051897222990.84,1342148092012.26,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640282535.14,4210278492152.87,4514924632400.27
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1237185482,1260149056,1282584796,1304347790,1325950587,1346886384,1367187349,1386949456,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,428318893884.446,410360395732.846,446787656285.316,562567531085.204,700138145283.163,832620439836.322,982221551651.44,1136393300622.57,1528989342276.6,1667076470688.94,1790131601908.14,1843035420525.45,1730702407679.05,1943719394821.09,2085278582815.11,1991638429543.33,1957702634760.35
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,681125107,699588585,718662153,738316131,758653144,779665113,801269368,823564883,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259902353,1291058694
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,419427320519.798,401467455254.855,438207961198.435,553226593971.299,689163289411.763,819296934606.01,965917977205.79,1115654612682.9,1453124062366.33,1583630214899.87,1704078107124.46,1745254110180.65,1621662123503.33,1830970332357.42,1956487528375.04,1825737943161.89,1745534471319.04
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,613632482,630019621,646942913,664400687,682493463,701214785,720481278,740376633,946011305,971179323,997236086,1023480610,1049999318,1076774079,1103704408,1131090888,1158877573
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,428318893884.446,410360395732.846,446787656285.317,562567531085.204,700138145283.163,832620439836.322,982221551651.44,1136393300622.57,1528989342276.6,1667076470688.94,1790131601908.14,1843035420525.45,1730702407679.05,1943719394821.09,2085278582815.11,1991638429543.33,1957702634760.35
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,681125107,699588585,718662153,738316131,758653144,779665113,801269368,823564883,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259902353,1291058694
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,4367159322540.17,4372018919642.63,4407406901298.5,4914561664768.73,5798794236900.74,6893046458603.92,8131542899542.99,10001727397028.3,20063502656403.5,21997494368897.9,23555219100370.3,23955467100412.2,23214223345858.7,27697767122738.2,28905818138526.2,29868066574997.4,30891808644564.4
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2365022283,2387807616,2409341702,2430373908,2451601935,2472862826,2493333038,2512165159,2709558794,2731375253,2751833495,2770250954,2785181241,2796326198,2803432387,2809441887,2818128105
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,33868713738357.9,33662293242135.4,34959942302257.2,39205591618517.2,44181897123631.9,47847635179349.7,51859668488984.3,58448614438455.8,76957345383656.7,81974795709110.2,87188987385051.5,88492389499432.2,86116567565730.4,98365745535038.4,102434886179161,106970781305675,111326370011523
World,WLD,"Population, total",SP.POP.TOTL,6161884811,6245112906,6327557399,6409750441,6492769815,6575841506,6659977025,6744489399,7529066617,7614748582,7697492379,7778303912,7855075060,7920861888,7990399768,8064976601,8142056446
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/01/2025,,,,,,,,,,,,,,,,,,,,
